PB-100024,2025-03-11,Lakeshore Medical Supply,British Columbia,Data Migration,Services,10,2400.0,24000.0,Paid
PB-100025,2025-11-09,Cedar & Co. Furniture,Alberta,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100026,2025-07-18,Prairie Wind Farms,Quebec,Warehouse Scanner,Hardware,11,320.0,3520.0,Pending
PB-100027,2025-02-25,Northwind Logistics,New York,Workflow Platform License,Software,2,1200.0,2400.0,Paid
PB-100028,2025-08-04,Summit Auto Parts,Manitoba,API Add-on,Software,5,99.0,495.0,Paid
PB-100029,2025-02-05,Harbourfront Textiles,Alberta,Support Plan (Monthly),Services,12,450.0,5400.0,Pending
PB-100030,2025-04-19,Cedar & Co. Furniture,Ontario,Implementation Day,Services,5,1800.0,9000.0,Paid
PB-100031,2025-08-17,Cedar & Co. Furniture,Ontario,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100032,2025-07-08,Silverline Freight,British Columbia,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100033,2025-08-19,Granite Peak Tools,British Columbia,Training Seat,Services,3,275.0,825.0,Refunded
PB-100034,2025-09-01,Granite Peak Tools,New York,Workflow Platform License,Software,1,1200.0,1200.0,Paid
PB-100035,2025-11-22,Maple Ridge Distribution,Manitoba,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100036,2025-03-11,Maple Ridge Distribution,Quebec,Label Printer,Hardware,6,185.5,1113.0,Pending
PB-100037,2025-01-23,Birchwood Interiors,British Columbia,Training Seat,Services,12,275.0,3300.0,Paid
PB-100038,2025-12-17,Prairie Wind Farms,Quebec,Training Seat,Services,2,275.0,550.0,Pending
PB-100039,2025-10-21,Northwind Logistics,Texas,Workflow Platform License,Software,8,1200.0,9600.0,Pending
PB-100040,2025-02-06,Maple Ridge Distribution,Quebec,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100041,2025-06-19,Lakeshore Medical Supply,Manitoba,Label Printer,Hardware,7,185.5,1298.5,Pending
PB-100042,2025-02-12,Silverline Freight,Ontario,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100043,2025-01-12,Cedar & Co. Furniture,Quebec,Implementation Day,Services,8,1800.0,14400.0,Pending
PB-100044,2025-01-06,Granite Peak Tools,New York,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100045,2025-03-28,Granite Peak Tools,Manitoba,Warehouse Scanner,Hardware,9,320.0,2880.0,Pending
PB-100046,2025-07-27,Kingston Print Works,New York,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100047,2025-04-20,Lakeshore Medical Supply,Alberta,API Add-on,Software,4,99.0,396.0,Refunded
PB-100048,2025-03-11,Harbourfront Textiles,Manitoba,Training Seat,Services,4,275.0,1100.0,Paid
PB-100049,2025-02-02,Blue Heron Foods,British Columbia,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100050,2025-05-21,Cedar & Co. Furniture,Texas,Data Migration,Services,8,2400.0,19200.0,Pending
PB-100051,2025-06-11,Birchwood Interiors,Manitoba,Data Migration,Services,11,2400.0,26400.0,Paid
PB-100052,2025-05-23,Summit Auto Parts,Ontario,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100053,2025-11-29,Summit Auto Parts,Ontario,Training Seat,Services,5,275.0,1375.0,Paid
PB-100054,2025-04-08,Northwind Logistics,New York,API Add-on,Software,8,99.0,792.0,Paid
PB-100055,2025-11-19,Maple Ridge Distribution,Manitoba,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-100056,2025-12-17,Cedar & Co. Furniture,Alberta,Training Seat,Services,2,275.0,550.0,Pending
PB-100057,2025-01-06,Prairie Wind Farms,Ontario,Label Printer,Hardware,3,185.5,556.5,Paid
PB-100058,2025-06-27,Silverline Freight,British Columbia,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100059,2025-07-30,Birchwood Interiors,Texas,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-100060,2025-04-11,Kingston Print Works,Ontario,Data Migration,Services,8,2400.0,19200.0,Pending
PB-100061,2025-06-17,Kingston Print Works,Alberta,Training Seat,Services,8,275.0,2200.0,Paid
PB-100062,2025-05-05,Lakeshore Medical Supply,Quebec,Implementation Day,Services,4,1800.0,7200.0,Paid
PB-100063,2025-01-09,Granite Peak Tools,Quebec,Training Seat,Services,5,275.0,1375.0,Paid
PB-100064,2025-10-09,Lakeshore Medical Supply,New York,Data Migration,Services,6,2400.0,14400.0,Pending
PB-100065,2025-02-02,Lakeshore Medical Supply,Ontario,Workflow Platform License,Software,4,1200.0,4800.0,Paid
PB-100066,2025-03-13,Prairie Wind Farms,British Columbia,Training Seat,Services,11,275.0,3025.0,Refunded
PB-100067,2025-10-24,Birchwood Interiors,Quebec,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100068,2025-10-14,Blue Heron Foods,British Columbia,Data Migration,Services,9,2400.0,21600.0,Refunded
PB-100069,2025-12-10,Lakeshore Medical Supply,Alberta,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100070,2025-09-26,Blue Heron Foods,Manitoba,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-100071,2025-02-28,Silverline Freight,Ontario,API Add-on,Software,9,99.0,891.0,Refunded
PB-100072,2025-10-03,Northwind Logistics,Texas,API Add-on,Software,1,99.0,99.0,Refunded
PB-100073,2025-02-17,Birchwood Interiors,British Columbia,Implementation Day,Services,8,1800.0,14400.0,Paid
PB-100074,2025-07-26,Blue Heron Foods,Alberta,Data Migration,Services,7,2400.0,16800.0,Pending
PB-100075,2025-06-23,Lakeshore Medical Supply,Manitoba,Data Migration,Services,3,2400.0,7200.0,Refunded
PB-100076,2025-04-09,Lakeshore Medical Supply,Ontario,Training Seat,Services,2,275.0,550.0,Paid
PB-100077,2025-01-12,Northwind Logistics,Alberta,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100078,2025-12-18,Blue Heron Foods,Illinois,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100079,2025-09-13,Maple Ridge Distribution,Manitoba,Warehouse Scanner,Hardware,10,320.0,3200.0,Refunded
PB-100080,2025-11-16,Blue Heron Foods,Alberta,Implementation Day,Services,9,1800.0,16200.0,Refunded
PB-100081,2025-07-12,Kingston Print Works,Texas,API Add-on,Software,1,99.0,99.0,Refunded
PB-100082,2025-04-15,Kingston Print Works,Alberta,Support Plan (Monthly),Services,9,450.0,4050.0,Refunded
PB-100083,2025-11-10,Summit Auto Parts,British Columbia,Warehouse Scanner,Hardware,9,320.0,2880.0,Paid
PB-100084,2025-06-11,Summit Auto Parts,Illinois,Training Seat,Services,3,275.0,825.0,Paid
PB-100085,2025-02-19,Harbourfront Textiles,Alberta,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100086,2025-07-18,Maple Ridge Distribution,Texas,Implementation Day,Services,5,1800.0,9000.0,Pending
PB-100087,2025-07-26,Kingston Print Works,Ontario,Support Plan (Monthly),Services,4,450.0,1800.0,Paid
PB-100088,2025-12-16,Granite Peak Tools,Illinois,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100089,2025-12-18,Cedar & Co. Furniture,Quebec,Training Seat,Services,9,275.0,2475.0,Pending
PB-100090,2025-01-20,Silverline Freight,Manitoba,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100091,2025-02-28,Cedar & Co. Furniture,British Columbia,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100092,2025-02-18,Summit Auto Parts,Ontario,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100093,2025-02-19,Granite Peak Tools,Texas,Data Migration,Services,2,2400.0,4800.0,Pending
PB-100094,2025-07-01,Lakeshore Medical Supply,Alberta,API Add-on,Software,9,99.0,891.0,Refunded
PB-100095,2025-11-21,Birchwood Interiors,Ontario,Training Seat,Services,1,275.0,275.0,Paid
PB-100096,2025-08-21,Granite Peak Tools,Illinois,Support Plan (Monthly),Services,7,450.0,3150.0,Pending
PB-100097,2025-03-26,Maple Ridge Distribution,Ontario,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100098,2025-11-19,Lakeshore Medical Supply,Alberta,Implementation Day,Services,12,1800.0,21600.0,Refunded
PB-100099,2025-05-24,Maple Ridge Distribution,British Columbia,Training Seat,Services,5,275.0,1375.0,Pending
PB-100100,2025-10-03,Birchwood Interiors,Illinois,Support Plan (Monthly),Services,6,450.0,2700.0,Pending
