order_id,date,customer,region,product,category,quantity,unit_price,total,status
PB-100024,2025-03-11,Lakeshore Medical Supply,British Columbia,Data Migration,Services,10,2400.0,24000.0,Paid
PB-100025,2025-11-09,Cedar & Co. Furniture,Alberta,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100026,2025-07-18,Prairie Wind Farms,Quebec,Warehouse Scanner,Hardware,11,320.0,3520.0,Pending
PB-100027,2025-02-25,Northwind Logistics,New York,Workflow Platform License,Software,2,1200.0,2400.0,Paid
PB-100028,2025-08-04,Summit Auto Parts,Manitoba,API Add-on,Software,5,99.0,495.0,Paid
PB-100029,2025-02-05,Harbourfront Textiles,Alberta,Support Plan (Monthly),Services,12,450.0,5400.0,Pending
PB-100030,2025-04-19,Cedar & Co. Furniture,Ontario,Implementation Day,Services,5,1800.0,9000.0,Paid
PB-100031,2025-08-17,Cedar & Co. Furniture,Ontario,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100032,2025-07-08,Silverline Freight,British Columbia,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100033,2025-08-19,Granite Peak Tools,British Columbia,Training Seat,Services,3,275.0,825.0,Refunded
PB-100034,2025-09-01,Granite Peak Tools,New York,Workflow Platform License,Software,1,1200.0,1200.0,Paid
PB-100035,2025-11-22,Maple Ridge Distribution,Manitoba,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100036,2025-03-11,Maple Ridge Distribution,Quebec,Label Printer,Hardware,6,185.5,1113.0,Pending
PB-100037,2025-01-23,Birchwood Interiors,British Columbia,Training Seat,Services,12,275.0,3300.0,Paid
PB-100038,2025-12-17,Prairie Wind Farms,Quebec,Training Seat,Services,2,275.0,550.0,Pending
PB-100039,2025-10-21,Northwind Logistics,Texas,Workflow Platform License,Software,8,1200.0,9600.0,Pending
PB-100040,2025-02-06,Maple Ridge Distribution,Quebec,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100041,2025-06-19,Lakeshore Medical Supply,Manitoba,Label Printer,Hardware,7,185.5,1298.5,Pending
PB-100042,2025-02-12,Silverline Freight,Ontario,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100043,2025-01-12,Cedar & Co. Furniture,Quebec,Implementation Day,Services,8,1800.0,14400.0,Pending
PB-100044,2025-01-06,Granite Peak Tools,New York,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100045,2025-03-28,Granite Peak Tools,Manitoba,Warehouse Scanner,Hardware,9,320.0,2880.0,Pending
PB-100046,2025-07-27,Kingston Print Works,New York,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100047,2025-04-20,Lakeshore Medical Supply,Alberta,API Add-on,Software,4,99.0,396.0,Refunded
PB-100048,2025-03-11,Harbourfront Textiles,Manitoba,Training Seat,Services,4,275.0,1100.0,Paid
PB-100049,2025-02-02,Blue Heron Foods,British Columbia,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100050,2025-05-21,Cedar & Co. Furniture,Texas,Data Migration,Services,8,2400.0,19200.0,Pending
PB-100051,2025-06-11,Birchwood Interiors,Manitoba,Data Migration,Services,11,2400.0,26400.0,Paid
PB-100052,2025-05-23,Summit Auto Parts,Ontario,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100053,2025-11-29,Summit Auto Parts,Ontario,Training Seat,Services,5,275.0,1375.0,Paid
PB-100054,2025-04-08,Northwind Logistics,New York,API Add-on,Software,8,99.0,792.0,Paid
PB-100055,2025-11-19,Maple Ridge Distribution,Manitoba,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-100056,2025-12-17,Cedar & Co. Furniture,Alberta,Training Seat,Services,2,275.0,550.0,Pending
PB-100057,2025-01-06,Prairie Wind Farms,Ontario,Label Printer,Hardware,3,185.5,556.5,Paid
PB-100058,2025-06-27,Silverline Freight,British Columbia,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100059,2025-07-30,Birchwood Interiors,Texas,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-100060,2025-04-11,Kingston Print Works,Ontario,Data Migration,Services,8,2400.0,19200.0,Pending
PB-100061,2025-06-17,Kingston Print Works,Alberta,Training Seat,Services,8,275.0,2200.0,Paid
PB-100062,2025-05-05,Lakeshore Medical Supply,Quebec,Implementation Day,Services,4,1800.0,7200.0,Paid
PB-100063,2025-01-09,Granite Peak Tools,Quebec,Training Seat,Services,5,275.0,1375.0,Paid
PB-100064,2025-10-09,Lakeshore Medical Supply,New York,Data Migration,Services,6,2400.0,14400.0,Pending
PB-100065,2025-02-02,Lakeshore Medical Supply,Ontario,Workflow Platform License,Software,4,1200.0,4800.0,Paid
PB-100066,2025-03-13,Prairie Wind Farms,British Columbia,Training Seat,Services,11,275.0,3025.0,Refunded
PB-100067,2025-10-24,Birchwood Interiors,Quebec,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100068,2025-10-14,Blue Heron Foods,British Columbia,Data Migration,Services,9,2400.0,21600.0,Refunded
PB-100069,2025-12-10,Lakeshore Medical Supply,Alberta,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100070,2025-09-26,Blue Heron Foods,Manitoba,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-100071,2025-02-28,Silverline Freight,Ontario,API Add-on,Software,9,99.0,891.0,Refunded
PB-100072,2025-10-03,Northwind Logistics,Texas,API Add-on,Software,1,99.0,99.0,Refunded
PB-100073,2025-02-17,Birchwood Interiors,British Columbia,Implementation Day,Services,8,1800.0,14400.0,Paid
PB-100074,2025-07-26,Blue Heron Foods,Alberta,Data Migration,Services,7,2400.0,16800.0,Pending
PB-100075,2025-06-23,Lakeshore Medical Supply,Manitoba,Data Migration,Services,3,2400.0,7200.0,Refunded
PB-100076,2025-04-09,Lakeshore Medical Supply,Ontario,Training Seat,Services,2,275.0,550.0,Paid
PB-100077,2025-01-12,Northwind Logistics,Alberta,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100078,2025-12-18,Blue Heron Foods,Illinois,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100079,2025-09-13,Maple Ridge Distribution,Manitoba,Warehouse Scanner,Hardware,10,320.0,3200.0,Refunded
PB-100080,2025-11-16,Blue Heron Foods,Alberta,Implementation Day,Services,9,1800.0,16200.0,Refunded
PB-100081,2025-07-12,Kingston Print Works,Texas,API Add-on,Software,1,99.0,99.0,Refunded
PB-100082,2025-04-15,Kingston Print Works,Alberta,Support Plan (Monthly),Services,9,450.0,4050.0,Refunded
PB-100083,2025-11-10,Summit Auto Parts,British Columbia,Warehouse Scanner,Hardware,9,320.0,2880.0,Paid
PB-100084,2025-06-11,Summit Auto Parts,Illinois,Training Seat,Services,3,275.0,825.0,Paid
PB-100085,2025-02-19,Harbourfront Textiles,Alberta,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100086,2025-07-18,Maple Ridge Distribution,Texas,Implementation Day,Services,5,1800.0,9000.0,Pending
PB-100087,2025-07-26,Kingston Print Works,Ontario,Support Plan (Monthly),Services,4,450.0,1800.0,Paid
PB-100088,2025-12-16,Granite Peak Tools,Illinois,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100089,2025-12-18,Cedar & Co. Furniture,Quebec,Training Seat,Services,9,275.0,2475.0,Pending
PB-100090,2025-01-20,Silverline Freight,Manitoba,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100091,2025-02-28,Cedar & Co. Furniture,British Columbia,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100092,2025-02-18,Summit Auto Parts,Ontario,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100093,2025-02-19,Granite Peak Tools,Texas,Data Migration,Services,2,2400.0,4800.0,Pending
PB-100094,2025-07-01,Lakeshore Medical Supply,Alberta,API Add-on,Software,9,99.0,891.0,Refunded
PB-100095,2025-11-21,Birchwood Interiors,Ontario,Training Seat,Services,1,275.0,275.0,Paid
PB-100096,2025-08-21,Granite Peak Tools,Illinois,Support Plan (Monthly),Services,7,450.0,3150.0,Pending
PB-100097,2025-03-26,Maple Ridge Distribution,Ontario,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100098,2025-11-19,Lakeshore Medical Supply,Alberta,Implementation Day,Services,12,1800.0,21600.0,Refunded
PB-100099,2025-05-24,Maple Ridge Distribution,British Columbia,Training Seat,Services,5,275.0,1375.0,Pending
PB-100100,2025-10-03,Birchwood Interiors,Illinois,Support Plan (Monthly),Services,6,450.0,2700.0,Pending
PB-100101,2025-04-16,Birchwood Interiors,British Columbia,Support Plan (Monthly),Services,7,450.0,3150.0,Paid
PB-100102,2025-08-29,Maple Ridge Distribution,Ontario,Training Seat,Services,5,275.0,1375.0,Paid
PB-100103,2025-05-20,Kingston Print Works,New York,Workflow Platform License,Software,4,1200.0,4800.0,Paid
PB-100104,2025-07-27,Summit Auto Parts,British Columbia,Warehouse Scanner,Hardware,11,320.0,3520.0,Refunded
PB-100105,2025-09-21,Prairie Wind Farms,Alberta,Implementation Day,Services,7,1800.0,12600.0,Paid
PB-100106,2025-01-12,Maple Ridge Distribution,Quebec,API Add-on,Software,10,99.0,990.0,Paid
PB-100107,2025-07-25,Silverline Freight,Ontario,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100108,2025-02-20,Blue Heron Foods,New York,API Add-on,Software,1,99.0,99.0,Paid
PB-100109,2025-10-04,Silverline Freight,Texas,Training Seat,Services,9,275.0,2475.0,Refunded
PB-100110,2025-08-16,Kingston Print Works,Quebec,Implementation Day,Services,11,1800.0,19800.0,Refunded
PB-100111,2025-03-23,Lakeshore Medical Supply,Manitoba,Workflow Platform License,Software,7,1200.0,8400.0,Paid
PB-100112,2025-11-09,Summit Auto Parts,Ontario,Data Migration,Services,9,2400.0,21600.0,Pending
PB-100113,2025-05-26,Silverline Freight,Texas,Data Migration,Services,7,2400.0,16800.0,Refunded
PB-100114,2025-09-29,Blue Heron Foods,Manitoba,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100115,2025-06-01,Northwind Logistics,Ontario,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100116,2025-03-22,Lakeshore Medical Supply,Texas,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100117,2025-07-23,Northwind Logistics,Illinois,Training Seat,Services,12,275.0,3300.0,Paid
PB-100118,2025-09-02,Blue Heron Foods,Alberta,Warehouse Scanner,Hardware,7,320.0,2240.0,Paid
PB-100119,2025-08-28,Harbourfront Textiles,Alberta,Implementation Day,Services,12,1800.0,21600.0,Refunded
PB-100120,2025-11-16,Lakeshore Medical Supply,Manitoba,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100121,2025-07-02,Silverline Freight,British Columbia,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100122,2025-03-13,Kingston Print Works,Texas,Training Seat,Services,8,275.0,2200.0,Pending
PB-100123,2025-10-26,Kingston Print Works,Texas,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100124,2025-03-07,Cedar & Co. Furniture,Manitoba,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100125,2025-11-16,Granite Peak Tools,New York,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-100126,2025-05-23,Cedar & Co. Furniture,Alberta,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100127,2025-01-21,Kingston Print Works,Ontario,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100128,2025-08-06,Northwind Logistics,Ontario,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100129,2025-05-23,Maple Ridge Distribution,Quebec,Warehouse Scanner,Hardware,9,320.0,2880.0,Paid
PB-100130,2025-07-11,Prairie Wind Farms,Manitoba,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100131,2025-06-25,Prairie Wind Farms,British Columbia,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100132,2025-11-16,Cedar & Co. Furniture,Manitoba,Implementation Day,Services,8,1800.0,14400.0,Pending
PB-100133,2025-03-19,Granite Peak Tools,British Columbia,Label Printer,Hardware,7,185.5,1298.5,Refunded
PB-100134,2025-10-08,Birchwood Interiors,British Columbia,Training Seat,Services,5,275.0,1375.0,Pending
PB-100135,2025-02-19,Prairie Wind Farms,Illinois,Training Seat,Services,10,275.0,2750.0,Paid
PB-100136,2025-10-16,Summit Auto Parts,Manitoba,Implementation Day,Services,7,1800.0,12600.0,Pending
PB-100137,2025-02-08,Blue Heron Foods,Alberta,Label Printer,Hardware,1,185.5,185.5,Refunded
PB-100138,2025-06-05,Prairie Wind Farms,Illinois,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-100139,2025-07-03,Kingston Print Works,Illinois,Support Plan (Monthly),Services,4,450.0,1800.0,Paid
PB-100140,2025-12-30,Prairie Wind Farms,New York,Implementation Day,Services,6,1800.0,10800.0,Pending
PB-100141,2025-06-12,Cedar & Co. Furniture,Texas,Label Printer,Hardware,8,185.5,1484.0,Refunded
PB-100142,2025-07-05,Granite Peak Tools,Ontario,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-100143,2025-07-18,Cedar & Co. Furniture,Illinois,API Add-on,Software,10,99.0,990.0,Pending
PB-100144,2025-10-16,Harbourfront Textiles,British Columbia,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100145,2025-01-12,Cedar & Co. Furniture,Ontario,Data Migration,Services,5,2400.0,12000.0,Refunded
PB-100146,2025-06-01,Northwind Logistics,Texas,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100147,2025-02-13,Granite Peak Tools,Quebec,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-100148,2025-02-13,Northwind Logistics,British Columbia,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100149,2025-12-31,Cedar & Co. Furniture,Manitoba,API Add-on,Software,4,99.0,396.0,Refunded
PB-100150,2025-07-21,Granite Peak Tools,Illinois,Training Seat,Services,8,275.0,2200.0,Paid
PB-100151,2025-09-07,Silverline Freight,Quebec,Support Plan (Monthly),Services,8,450.0,3600.0,Refunded
PB-100152,2025-12-08,Granite Peak Tools,Ontario,Workflow Platform License,Software,7,1200.0,8400.0,Pending
PB-100153,2025-10-05,Kingston Print Works,Ontario,Implementation Day,Services,8,1800.0,14400.0,Refunded
PB-100154,2025-01-06,Maple Ridge Distribution,Texas,Training Seat,Services,12,275.0,3300.0,Pending
PB-100155,2025-03-25,Kingston Print Works,Texas,Support Plan (Monthly),Services,4,450.0,1800.0,Paid
PB-100156,2025-07-19,Lakeshore Medical Supply,New York,Training Seat,Services,4,275.0,1100.0,Paid
PB-100157,2025-06-07,Birchwood Interiors,Quebec,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100158,2025-02-01,Prairie Wind Farms,Ontario,Support Plan (Monthly),Services,3,450.0,1350.0,Refunded
PB-100159,2025-06-10,Maple Ridge Distribution,Alberta,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100160,2025-10-29,Cedar & Co. Furniture,Manitoba,Training Seat,Services,4,275.0,1100.0,Refunded
PB-100161,2025-04-05,Blue Heron Foods,Texas,Warehouse Scanner,Hardware,8,320.0,2560.0,Paid
PB-100162,2025-10-08,Silverline Freight,Manitoba,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100163,2025-06-25,Kingston Print Works,Quebec,Data Migration,Services,7,2400.0,16800.0,Pending
PB-100164,2025-01-26,Cedar & Co. Furniture,British Columbia,Warehouse Scanner,Hardware,7,320.0,2240.0,Pending
PB-100165,2025-12-03,Cedar & Co. Furniture,Ontario,Label Printer,Hardware,1,185.5,185.5,Pending
PB-100166,2025-05-07,Birchwood Interiors,Texas,Training Seat,Services,8,275.0,2200.0,Refunded
PB-100167,2025-03-22,Granite Peak Tools,British Columbia,Support Plan (Monthly),Services,7,450.0,3150.0,Paid
PB-100168,2025-11-14,Blue Heron Foods,Ontario,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-100169,2025-04-15,Harbourfront Textiles,British Columbia,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-100170,2025-11-11,Birchwood Interiors,Quebec,Training Seat,Services,5,275.0,1375.0,Pending
PB-100171,2025-10-28,Silverline Freight,New York,Data Migration,Services,2,2400.0,4800.0,Paid
PB-100172,2025-04-09,Kingston Print Works,Quebec,Warehouse Scanner,Hardware,7,320.0,2240.0,Pending
PB-100173,2025-10-06,Lakeshore Medical Supply,Manitoba,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100174,2025-06-09,Lakeshore Medical Supply,Quebec,Label Printer,Hardware,6,185.5,1113.0,Refunded
PB-100175,2025-12-08,Birchwood Interiors,Quebec,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100176,2025-03-13,Maple Ridge Distribution,Texas,Implementation Day,Services,11,1800.0,19800.0,Pending
PB-100177,2025-08-16,Northwind Logistics,Texas,Implementation Day,Services,11,1800.0,19800.0,Pending
PB-100178,2025-10-16,Maple Ridge Distribution,Manitoba,Warehouse Scanner,Hardware,5,320.0,1600.0,Paid
PB-100179,2025-03-19,Blue Heron Foods,Texas,Warehouse Scanner,Hardware,10,320.0,3200.0,Refunded
PB-100180,2025-07-20,Silverline Freight,Quebec,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100181,2025-07-12,Birchwood Interiors,Quebec,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100182,2025-10-16,Prairie Wind Farms,Illinois,Label Printer,Hardware,5,185.5,927.5,Pending
PB-100183,2025-02-22,Harbourfront Textiles,Quebec,API Add-on,Software,2,99.0,198.0,Paid
PB-100184,2025-04-09,Lakeshore Medical Supply,Ontario,Support Plan (Monthly),Services,3,450.0,1350.0,Pending
PB-100185,2025-04-27,Northwind Logistics,British Columbia,Implementation Day,Services,2,1800.0,3600.0,Paid
PB-100186,2025-02-07,Granite Peak Tools,Texas,API Add-on,Software,7,99.0,693.0,Refunded
PB-100187,2025-04-16,Harbourfront Textiles,Texas,Support Plan (Monthly),Services,11,450.0,4950.0,Pending
PB-100188,2025-11-15,Northwind Logistics,Texas,Training Seat,Services,7,275.0,1925.0,Refunded
PB-100189,2025-12-05,Summit Auto Parts,Ontario,Training Seat,Services,4,275.0,1100.0,Paid
PB-100190,2025-06-25,Blue Heron Foods,Manitoba,Training Seat,Services,4,275.0,1100.0,Paid
PB-100191,2025-09-18,Granite Peak Tools,New York,API Add-on,Software,4,99.0,396.0,Paid
PB-100192,2025-10-03,Blue Heron Foods,Alberta,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100193,2025-04-12,Silverline Freight,Alberta,Support Plan (Monthly),Services,10,450.0,4500.0,Refunded
PB-100194,2025-12-04,Cedar & Co. Furniture,Quebec,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100195,2025-10-23,Lakeshore Medical Supply,Illinois,Warehouse Scanner,Hardware,8,320.0,2560.0,Paid
PB-100196,2025-05-17,Prairie Wind Farms,Quebec,Implementation Day,Services,6,1800.0,10800.0,Pending
PB-100197,2025-10-19,Silverline Freight,Quebec,Support Plan (Monthly),Services,4,450.0,1800.0,Refunded
PB-100198,2025-06-21,Summit Auto Parts,British Columbia,Label Printer,Hardware,3,185.5,556.5,Paid
PB-100199,2025-12-17,Granite Peak Tools,Alberta,Workflow Platform License,Software,5,1200.0,6000.0,Refunded
PB-100200,2025-04-06,Summit Auto Parts,Quebec,Training Seat,Services,3,275.0,825.0,Pending
PB-100201,2025-04-03,Kingston Print Works,British Columbia,Workflow Platform License,Software,7,1200.0,8400.0,Paid
PB-100202,2025-10-31,Kingston Print Works,Ontario,API Add-on,Software,10,99.0,990.0,Paid
PB-100203,2025-08-28,Northwind Logistics,British Columbia,Warehouse Scanner,Hardware,7,320.0,2240.0,Refunded
PB-100204,2025-10-19,Lakeshore Medical Supply,British Columbia,API Add-on,Software,2,99.0,198.0,Paid
PB-100205,2025-05-05,Summit Auto Parts,Illinois,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100206,2025-12-10,Harbourfront Textiles,Texas,Workflow Platform License,Software,12,1200.0,14400.0,Pending
PB-100207,2025-06-26,Lakeshore Medical Supply,Texas,Implementation Day,Services,8,1800.0,14400.0,Paid
PB-100208,2025-12-20,Lakeshore Medical Supply,Texas,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100209,2025-06-19,Silverline Freight,Texas,Implementation Day,Services,9,1800.0,16200.0,Pending
PB-100210,2025-01-28,Blue Heron Foods,Texas,Workflow Platform License,Software,6,1200.0,7200.0,Pending
PB-100211,2025-10-31,Maple Ridge Distribution,Alberta,Training Seat,Services,5,275.0,1375.0,Paid
PB-100212,2025-09-15,Lakeshore Medical Supply,Ontario,Data Migration,Services,4,2400.0,9600.0,Pending
PB-100213,2025-05-03,Silverline Freight,New York,Implementation Day,Services,9,1800.0,16200.0,Pending
PB-100214,2025-12-07,Granite Peak Tools,Texas,Warehouse Scanner,Hardware,2,320.0,640.0,Refunded
PB-100215,2025-11-29,Birchwood Interiors,Texas,Support Plan (Monthly),Services,4,450.0,1800.0,Refunded
PB-100216,2025-02-20,Silverline Freight,British Columbia,Implementation Day,Services,2,1800.0,3600.0,Paid
PB-100217,2025-06-01,Cedar & Co. Furniture,New York,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100218,2025-02-02,Prairie Wind Farms,Manitoba,Training Seat,Services,3,275.0,825.0,Refunded
PB-100219,2025-07-02,Birchwood Interiors,Alberta,API Add-on,Software,3,99.0,297.0,Paid
PB-100220,2025-08-21,Granite Peak Tools,New York,Label Printer,Hardware,1,185.5,185.5,Paid
PB-100221,2025-08-30,Cedar & Co. Furniture,Alberta,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100222,2025-06-11,Granite Peak Tools,Manitoba,Workflow Platform License,Software,4,1200.0,4800.0,Paid
PB-100223,2025-12-24,Silverline Freight,Alberta,Support Plan (Monthly),Services,11,450.0,4950.0,Refunded
PB-100224,2025-01-26,Kingston Print Works,Quebec,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100225,2025-08-04,Birchwood Interiors,British Columbia,Training Seat,Services,5,275.0,1375.0,Paid
PB-100226,2025-02-10,Harbourfront Textiles,Alberta,Data Migration,Services,7,2400.0,16800.0,Paid
PB-100227,2025-12-20,Cedar & Co. Furniture,New York,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-100228,2025-12-07,Blue Heron Foods,New York,Warehouse Scanner,Hardware,9,320.0,2880.0,Paid
PB-100229,2025-09-22,Cedar & Co. Furniture,New York,Implementation Day,Services,10,1800.0,18000.0,Paid
PB-100230,2025-03-09,Kingston Print Works,Quebec,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100231,2025-09-28,Maple Ridge Distribution,Ontario,Implementation Day,Services,8,1800.0,14400.0,Paid
PB-100232,2025-05-09,Lakeshore Medical Supply,Quebec,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-100233,2025-05-06,Harbourfront Textiles,New York,Label Printer,Hardware,4,185.5,742.0,Refunded
PB-100234,2025-03-19,Northwind Logistics,Manitoba,Workflow Platform License,Software,3,1200.0,3600.0,Refunded
PB-100235,2025-09-13,Northwind Logistics,British Columbia,API Add-on,Software,1,99.0,99.0,Paid
PB-100236,2025-12-04,Prairie Wind Farms,Ontario,Training Seat,Services,6,275.0,1650.0,Refunded
PB-100237,2025-11-21,Kingston Print Works,British Columbia,Label Printer,Hardware,9,185.5,1669.5,Refunded
PB-100238,2025-11-08,Lakeshore Medical Supply,Alberta,Support Plan (Monthly),Services,2,450.0,900.0,Pending
PB-100239,2025-05-01,Blue Heron Foods,Manitoba,Label Printer,Hardware,12,185.5,2226.0,Refunded
PB-100240,2025-11-05,Prairie Wind Farms,New York,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100241,2025-01-27,Summit Auto Parts,Manitoba,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100242,2025-11-08,Northwind Logistics,Manitoba,Training Seat,Services,3,275.0,825.0,Pending
PB-100243,2025-05-15,Northwind Logistics,Quebec,Data Migration,Services,12,2400.0,28800.0,Paid
PB-100244,2025-11-24,Silverline Freight,Alberta,Support Plan (Monthly),Services,10,450.0,4500.0,Refunded
PB-100245,2025-06-09,Lakeshore Medical Supply,Ontario,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-100246,2025-09-13,Maple Ridge Distribution,British Columbia,Label Printer,Hardware,10,185.5,1855.0,Pending
PB-100247,2025-03-23,Prairie Wind Farms,Manitoba,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100248,2025-08-28,Granite Peak Tools,Alberta,Training Seat,Services,7,275.0,1925.0,Paid
PB-100249,2025-11-04,Harbourfront Textiles,British Columbia,Support Plan (Monthly),Services,8,450.0,3600.0,Pending
PB-100250,2025-05-04,Lakeshore Medical Supply,British Columbia,Workflow Platform License,Software,1,1200.0,1200.0,Paid
PB-100251,2025-06-02,Prairie Wind Farms,Texas,API Add-on,Software,9,99.0,891.0,Paid
PB-100252,2025-11-10,Cedar & Co. Furniture,New York,Workflow Platform License,Software,11,1200.0,13200.0,Paid
